State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield
Karnataka,DAKSHIN KANNAD,2000,Whole Year ,Banana,2911.0,64912.0,22.29886636894538
Karnataka,DAKSHIN KANNAD,2000,Whole Year ,Black pepper,912.0,2113.0,2.316885964912281
Karnataka,DAKSHIN KANNAD,2000,Whole Year ,Cardamom,258.0,12.0,0.046511627906976744
Karnataka,DAKSHIN KANNAD,2000,Whole Year ,Coconut ,14832.0,63316.0,4.268878101402374
Karnataka,DAKSHIN KANNAD,2000,Whole Year ,Dry chillies,530.0,630.0,1.1886792452830188
Karnataka,DAKSHIN KANNAD,2000,Whole Year ,Sugarcane,340.0,34884.0,102.6
Karnataka,DAKSHIN KANNAD,2000,Whole Year ,Sweet potato,608.0,3764.0,6.190789473684211
Karnataka,DAKSHIN KANNAD,2000,Whole Year ,Tapioca,715.0,5612.0,7.848951048951049
Karnataka,DAKSHIN KANNAD,2000,Whole Year ,Turmeric,68.0,302.0,4.4411764705882355
Karnataka,DAKSHIN KANNAD,2001,Kharif     ,Dry ginger,325.0,3826.0,11.772307692307692
Karnataka,DAKSHIN KANNAD,2001,Kharif     ,Rice,34278.0,74077.0,2.161065406383103
Karnataka,DAKSHIN KANNAD,2001,Kharif     ,Sesamum,454.0,168.0,0.3700440528634361
Karnataka,DAKSHIN KANNAD,2001,Rabi       ,Horse-gram,99.0,35.0,0.35353535353535354
Karnataka,DAKSHIN KANNAD,2001,Rabi       ,Moong(Green Gram),806.0,237.0,0.29404466501240695
Karnataka,DAKSHIN KANNAD,2001,Rabi       ,Other  Rabi pulses,92.0,10.0,0.10869565217391304
Karnataka,DAKSHIN KANNAD,2001,Rabi       ,Rice,24922.0,54460.0,2.185217879784929
Karnataka,DAKSHIN KANNAD,2001,Rabi       ,Urad,2398.0,579.0,0.2414512093411176
Karnataka,DAKSHIN KANNAD,2001,Summer     ,Rice,2688.0,6157.0,2.2905505952380953
Karnataka,DAKSHIN KANNAD,2001,Whole Year ,Arecanut,25578.0,45631.0,1.7839940573930722
Karnataka,DAKSHIN KANNAD,2001,Whole Year ,Black pepper,1930.0,4471.0,2.316580310880829
Karnataka,DAKSHIN KANNAD,2001,Whole Year ,Coconut ,15437.0,65899.0,4.268899397551338
Karnataka,DAKSHIN KANNAD,2001,Whole Year ,Dry chillies,484.0,667.0,1.378099173553719
Karnataka,DAKSHIN KANNAD,2001,Whole Year ,Sugarcane,378.0,30524.0,80.75132275132275
Karnataka,DAKSHIN KANNAD,2001,Whole Year ,Turmeric,76.0,392.0,5.157894736842105
Karnataka,DAKSHIN KANNAD,2002,Kharif     ,Dry ginger,311.0,3661.0,11.771704180064308
Karnataka,DAKSHIN KANNAD,2002,Kharif     ,Rice,33223.0,74851.0,2.2529873882551246
Karnataka,DAKSHIN KANNAD,2002,Kharif     ,Sesamum,470.0,185.0,0.39361702127659576
Karnataka,DAKSHIN KANNAD,2002,Rabi       ,Moong(Green Gram),858.0,150.0,0.17482517482517482
Karnataka,DAKSHIN KANNAD,2002,Rabi       ,Other  Rabi pulses,73.0,8.0,0.1095890410958904
Karnataka,DAKSHIN KANNAD,2002,Rabi       ,Rice,23970.0,47225.0,1.970171047142261
Karnataka,DAKSHIN KANNAD,2002,Rabi       ,Urad,2303.0,221.0,0.09596178897090751
Karnataka,DAKSHIN KANNAD,2002,Summer     ,Rice,2358.0,4843.0,2.0538592027141647
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Arcanut (Processed),27070.0,48292.0,1.7839674916882158
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Atcanut (Raw),27070.0,226588.0,8.370446989287034
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Banana,3495.0,71931.0,20.581115879828324
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Black pepper,1945.0,4506.0,2.3167095115681233
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Brinjal,182.0,990.0,5.43956043956044
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Cardamom,172.0,8.0,0.046511627906976744
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Cashewnut Processed,29196.0,4451.0,0.15245239073845732
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Cashewnut Raw,29196.0,17747.0,0.6078572407179066
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Citrus Fruit,6.0,104.0,17.333333333333332
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Coconut ,15608.0,66629.0,4.268900563813429
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Dry chillies,381.0,537.0,1.4094488188976377
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Mango,1309.0,7180.0,5.485103132161956
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Other Fresh Fruits,129.0,405.0,3.13953488372093
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Papaya,86.0,167.0,1.941860465116279
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Pome Fruit,70.0,428.0,6.114285714285714
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Sugarcane,197.0,16656.0,84.5482233502538
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Sweet potato,592.0,3665.0,6.190878378378378
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Tapioca,703.0,5518.0,7.849217638691323
Karnataka,DAKSHIN KANNAD,2002,Whole Year ,Turmeric,74.0,321.0,4.337837837837838
Karnataka,DAKSHIN KANNAD,2003,Kharif     ,Dry ginger,301.0,3543.0,11.77076411960133
Karnataka,DAKSHIN KANNAD,2003,Kharif     ,Rice,33416.0,80414.0,2.4064519990423747
Karnataka,DAKSHIN KANNAD,2003,Kharif     ,Sesamum,442.0,194.0,0.43891402714932126
Karnataka,DAKSHIN KANNAD,2003,Rabi       ,Horse-gram,114.0,27.0,0.23684210526315788
Karnataka,DAKSHIN KANNAD,2003,Rabi       ,Moong(Green Gram),762.0,223.0,0.2926509186351706
Karnataka,DAKSHIN KANNAD,2003,Rabi       ,Other  Rabi pulses,208.0,22.0,0.10576923076923077
Karnataka,DAKSHIN KANNAD,2003,Rabi       ,Rice,23424.0,71573.0,3.055541325136612
Karnataka,DAKSHIN KANNAD,2003,Rabi       ,Urad,2281.0,774.0,0.3393248575186322
Karnataka,DAKSHIN KANNAD,2003,Summer     ,Rice,2262.0,8211.0,3.629973474801061
Karnataka,DAKSHIN KANNAD,2003,Whole Year ,Arecanut,27092.0,48332.0,1.7839952753580393
Karnataka,DAKSHIN KANNAD,2003,Whole Year ,Banana,4494.0,38783.0,8.629951045838895
Karnataka,DAKSHIN KANNAD,2003,Whole Year ,Black pepper,1973.0,4571.0,2.316776482513938
Karnataka,DAKSHIN KANNAD,2003,Whole Year ,Brinjal,309.0,1199.0,3.8802588996763756
Karnataka,DAKSHIN KANNAD,2003,Whole Year ,Cardamom,173.0,8.0,0.046242774566473986
Karnataka,DAKSHIN KANNAD,2003,Whole Year ,Citrus Fruit,7.0,111.0,15.857142857142858
Karnataka,DAKSHIN KANNAD,2003,Whole Year ,Coconut ,15652.0,66817.0,4.268911321236903
Karnataka,DAKSHIN KANNAD,2003,Whole Year ,Dry chillies,472.0,496.0,1.0508474576271187
Karnataka,DAKSHIN KANNAD,2003,Whole Year ,Mango,1358.0,3967.0,2.92120765832106
Karnataka,DAKSHIN KANNAD,2003,Whole Year ,Other Fresh Fruits,134.0,356.0,2.656716417910448
Karnataka,DAKSHIN KANNAD,2003,Whole Year ,Pome Fruit,51.0,282.0,5.529411764705882
Karnataka,DAKSHIN KANNAD,2003,Whole Year ,Sugarcane,23.0,1508.0,65.56521739130434
Karnataka,DAKSHIN KANNAD,2003,Whole Year ,Sweet potato,577.0,3572.0,6.190641247833622
Karnataka,DAKSHIN KANNAD,2003,Whole Year ,Tapioca,703.0,5518.0,7.849217638691323
Karnataka,DAKSHIN KANNAD,2003,Whole Year ,Turmeric,93.0,453.0,4.870967741935484
Karnataka,DAKSHIN KANNAD,2004,Kharif     ,Dry ginger,292.0,3437.0,11.770547945205479
Karnataka,DAKSHIN KANNAD,2004,Kharif     ,Rice,33647.0,76395.51,2.270499895978839
Karnataka,DAKSHIN KANNAD,2004,Kharif     ,Sesamum,491.0,264.0,0.5376782077393075
Karnataka,DAKSHIN KANNAD,2004,Rabi       ,Horse-gram,12.0,4.0,0.3333333333333333
Karnataka,DAKSHIN KANNAD,2004,Rabi       ,Moong(Green Gram),821.0,200.0,0.243605359317905
Karnataka,DAKSHIN KANNAD,2004,Rabi       ,Other  Rabi pulses,238.0,25.0,0.10504201680672269
Karnataka,DAKSHIN KANNAD,2004,Rabi       ,Rice,23073.0,76108.0,3.298574090928791
Karnataka,DAKSHIN KANNAD,2004,Rabi       ,Urad,2049.0,707.0,0.345046364080039
Karnataka,DAKSHIN KANNAD,2004,Summer     ,Rice,2118.0,6833.0,3.2261567516525025
Karnataka,DAKSHIN KANNAD,2004,Whole Year ,Arecanut,27209.0,48540.0,1.7839685398213827
Karnataka,DAKSHIN KANNAD,2004,Whole Year ,Banana,5220.0,64952.0,12.442911877394636
Karnataka,DAKSHIN KANNAD,2004,Whole Year ,Black pepper,1986.0,4601.0,2.3167170191339377
Karnataka,DAKSHIN KANNAD,2004,Whole Year ,Cardamom,171.0,8.0,0.04678362573099415
Karnataka,DAKSHIN KANNAD,2004,Whole Year ,Coconut ,15684.0,676294.08,43.12
Karnataka,DAKSHIN KANNAD,2004,Whole Year ,Dry chillies,362.0,537.0,1.4834254143646408
Karnataka,DAKSHIN KANNAD,2004,Whole Year ,Sweet potato,537.0,3325.0,6.191806331471136
Karnataka,DAKSHIN KANNAD,2004,Whole Year ,Tapioca,698.0,5478.0,7.848137535816619
Karnataka,DAKSHIN KANNAD,2004,Whole Year ,Turmeric,38.0,181.0,4.7631578947368425
Karnataka,DAKSHIN KANNAD,2005,Kharif     ,Dry chillies,112.0,81.0,0.7232142857142857
Karnataka,DAKSHIN KANNAD,2005,Kharif     ,Rice,31968.0,77109.0,2.4120683183183185
Karnataka,DAKSHIN KANNAD,2005,Kharif     ,Sesamum,572.0,496.0,0.8671328671328671
Karnataka,DAKSHIN KANNAD,2005,Rabi       ,Dry chillies,130.0,199.0,1.5307692307692307
Karnataka,DAKSHIN KANNAD,2005,Rabi       ,Horse-gram,97.0,39.0,0.4020618556701031
Karnataka,DAKSHIN KANNAD,2005,Rabi       ,Moong(Green Gram),602.0,177.0,0.29401993355481726
Karnataka,DAKSHIN KANNAD,2005,Rabi       ,Other  Rabi pulses,344.0,36.0,0.10465116279069768
Karnataka,DAKSHIN KANNAD,2005,Rabi       ,Rice,22659.0,48985.0,2.1618341497859572
Karnataka,DAKSHIN KANNAD,2005,Rabi       ,Urad,1791.0,587.0,0.327749860413177
Karnataka,DAKSHIN KANNAD,2005,Summer     ,Dry chillies,20.0,53.0,2.65
Karnataka,DAKSHIN KANNAD,2005,Summer     ,Rice,2002.0,3907.0,1.9515484515484516
Karnataka,DAKSHIN KANNAD,2005,Whole Year ,Arecanut,27338.0,228831.0,8.370436754700417
Karnataka,DAKSHIN KANNAD,2005,Whole Year ,Banana,8032.0,15301.0,1.9050049800796813
Karnataka,DAKSHIN KANNAD,2005,Whole Year ,Black pepper,1976.0,4578.0,2.3168016194331984
Karnataka,DAKSHIN KANNAD,2005,Whole Year ,Cardamom,164.0,8.0,0.04878048780487805
Karnataka,DAKSHIN KANNAD,2005,Whole Year ,Coconut ,15773.0,67333.0,4.268877195207
Karnataka,DAKSHIN KANNAD,2005,Whole Year ,Dry ginger,288.0,3390.0,11.770833333333334
Karnataka,DAKSHIN KANNAD,2005,Whole Year ,Sweet potato,426.0,2638.0,6.192488262910798
Karnataka,DAKSHIN KANNAD,2005,Whole Year ,Tapioca,699.0,5486.0,7.8483547925608015
Karnataka,DAKSHIN KANNAD,2005,Whole Year ,Turmeric,53.0,283.0,5.339622641509434
Karnataka,DAKSHIN KANNAD,2006,Kharif     ,Rice,33090.0,85160.0,2.5735871864611664
Karnataka,DAKSHIN KANNAD,2006,Kharif     ,Sesamum,579.0,340.0,0.5872193436960277
Karnataka,DAKSHIN KANNAD,2006,Rabi       ,Horse-gram,117.0,35.0,0.29914529914529914
Karnataka,DAKSHIN KANNAD,2006,Rabi       ,Moong(Green Gram),672.0,203.0,0.3020833333333333
Karnataka,DAKSHIN KANNAD,2006,Rabi       ,Other  Rabi pulses,419.0,100.0,0.2386634844868735
Karnataka,DAKSHIN KANNAD,2006,Rabi       ,Rice,21927.0,46930.0,2.1402836685365076
Karnataka,DAKSHIN KANNAD,2006,Rabi       ,Urad,1998.0,907.0,0.45395395395395394
Karnataka,DAKSHIN KANNAD,2006,Summer     ,Rice,1741.0,3970.0,2.2802986789201607
Karnataka,DAKSHIN KANNAD,2006,Whole Year ,Arecanut,27481.0,49026.0,1.7839962155671192
Karnataka,DAKSHIN KANNAD,2006,Whole Year ,Banana,3089.0,10444.0,3.381029459371965
Karnataka,DAKSHIN KANNAD,2006,Whole Year ,Black pepper,2008.0,4652.0,2.316733067729084
Karnataka,DAKSHIN KANNAD,2006,Whole Year ,Cardamom,139.0,6.0,0.04316546762589928
Karnataka,DAKSHIN KANNAD,2006,Whole Year ,Coconut ,16094.0,68703.0,4.268857959488008
Karnataka,DAKSHIN KANNAD,2006,Whole Year ,Dry chillies,228.0,551.0,2.4166666666666665
Karnataka,DAKSHIN KANNAD,2006,Whole Year ,Dry ginger,314.0,3696.0,11.770700636942674
Karnataka,DAKSHIN KANNAD,2006,Whole Year ,Sugarcane,18.0,1573.0,87.38888888888889
Karnataka,DAKSHIN KANNAD,2006,Whole Year ,Sweet potato,340.0,2105.0,6.1911764705882355
Karnataka,DAKSHIN KANNAD,2006,Whole Year ,Tapioca,663.0,5204.0,7.849170437405731
Karnataka,DAKSHIN KANNAD,2006,Whole Year ,Turmeric,60.0,303.0,5.05
Karnataka,DAKSHIN KANNAD,2007,Kharif     ,Dry chillies,96.0,86.0,0.8958333333333334
Karnataka,DAKSHIN KANNAD,2007,Kharif     ,Rice,33029.0,77189.0,2.337006872748191
Karnataka,DAKSHIN KANNAD,2007,Kharif     ,Sesamum,631.0,352.0,0.5578446909667195
Karnataka,DAKSHIN KANNAD,2007,Rabi       ,Dry chillies,63.0,110.0,1.746031746031746
Karnataka,DAKSHIN KANNAD,2007,Rabi       ,Horse-gram,56.0,26.0,0.4642857142857143
Karnataka,DAKSHIN KANNAD,2007,Rabi       ,Moong(Green Gram),744.0,243.0,0.32661290322580644
Karnataka,DAKSHIN KANNAD,2007,Rabi       ,Other  Rabi pulses,524.0,129.0,0.24618320610687022
Karnataka,DAKSHIN KANNAD,2007,Rabi       ,Rice,21355.0,46714.0,2.187497073284945
Karnataka,DAKSHIN KANNAD,2007,Rabi       ,Urad,2143.0,963.0,0.4493700419972002
Karnataka,DAKSHIN KANNAD,2007,Summer     ,Maize,13.0,27.0,2.076923076923077
Karnataka,DAKSHIN KANNAD,2007,Summer     ,Rice,1561.0,3556.0,2.2780269058295963
Karnataka,DAKSHIN KANNAD,2007,Whole Year ,Arecanut,27532.0,230455.0,8.37044166787738
Karnataka,DAKSHIN KANNAD,2007,Whole Year ,Banana,3132.0,3154.0,1.0070242656449553
Karnataka,DAKSHIN KANNAD,2007,Whole Year ,Black pepper,2014.0,4048.0,2.009930486593843
Karnataka,DAKSHIN KANNAD,2007,Whole Year ,Cardamom,137.0,13.0,0.0948905109489051
Karnataka,DAKSHIN KANNAD,2007,Whole Year ,Coconut ,16122.0,82086.0,5.0915519166356535
Karnataka,DAKSHIN KANNAD,2007,Whole Year ,Dry ginger,315.0,6465.0,20.523809523809526
Karnataka,DAKSHIN KANNAD,2007,Whole Year ,Sweet potato,203.0,1257.0,6.192118226600985
Karnataka,DAKSHIN KANNAD,2007,Whole Year ,Tapioca,661.0,5188.0,7.848714069591528
Karnataka,DAKSHIN KANNAD,2007,Whole Year ,Turmeric,63.0,490.0,7.777777777777778
Karnataka,DAKSHIN KANNAD,2008,Kharif     ,Dry chillies,62.0,58.0,0.9354838709677419
Karnataka,DAKSHIN KANNAD,2008,Kharif     ,Rice,32845.0,83311.34,2.536499923884914
Karnataka,DAKSHIN KANNAD,2008,Kharif     ,Sesamum,615.0,314.0,0.510569105691057
Karnataka,DAKSHIN KANNAD,2008,Rabi       ,Dry chillies,66.0,112.0,1.696969696969697
Karnataka,DAKSHIN KANNAD,2008,Rabi       ,Horse-gram,28.0,10.0,0.35714285714285715
Karnataka,DAKSHIN KANNAD,2008,Rabi       ,Moong(Green Gram),845.0,216.0,0.2556213017751479
Karnataka,DAKSHIN KANNAD,2008,Rabi       ,Other  Rabi pulses,523.0,131.0,0.25047801147227533
Karnataka,DAKSHIN KANNAD,2008,Rabi       ,Rice,20919.0,47026.0,2.248004206702041
Karnataka,DAKSHIN KANNAD,2008,Rabi       ,Urad,1994.0,945.0,0.47392176529588764
Karnataka,DAKSHIN KANNAD,2008,Summer     ,Maize,10.0,21.0,2.1
Karnataka,DAKSHIN KANNAD,2008,Summer     ,Rice,1608.0,3608.0,2.243781094527363
Karnataka,DAKSHIN KANNAD,2008,Whole Year ,Arecanut,27575.0,230815.0,8.370444242973708
Karnataka,DAKSHIN KANNAD,2008,Whole Year ,Banana,3128.0,3804.0,1.2161125319693096
Karnataka,DAKSHIN KANNAD,2008,Whole Year ,Black pepper,2059.0,8724.0,4.237008256435162
Karnataka,DAKSHIN KANNAD,2008,Whole Year ,Cardamom,124.0,12.0,0.0967741935483871
Karnataka,DAKSHIN KANNAD,2008,Whole Year ,Cashewnut,30941.0,18807.8,0.6078601208752141
Karnataka,DAKSHIN KANNAD,2008,Whole Year ,Coconut ,16106.0,133427.0,8.284303986092139
Karnataka,DAKSHIN KANNAD,2008,Whole Year ,Dry ginger,301.0,9589.0,31.857142857142858
Karnataka,DAKSHIN KANNAD,2008,Whole Year ,Sugarcane,19.0,1643.0,86.47368421052632
Karnataka,DAKSHIN KANNAD,2008,Whole Year ,Sweet potato,211.0,1636.0,7.753554502369668
Karnataka,DAKSHIN KANNAD,2008,Whole Year ,Tapioca,646.0,6383.0,9.880804953560371
Karnataka,DAKSHIN KANNAD,2008,Whole Year ,Turmeric,63.0,300.0,4.761904761904762
Karnataka,DAKSHIN KANNAD,2009,Kharif     ,Rice,32583.0,73979.7,2.270499953963723
Karnataka,DAKSHIN KANNAD,2009,Kharif     ,Sesamum,604.0,246.0,0.40728476821192056
Karnataka,DAKSHIN KANNAD,2009,Rabi       ,Dry chillies,69.0,206.0,2.9855072463768115
Karnataka,DAKSHIN KANNAD,2009,Rabi       ,Gram,78.0,37.0,0.47435897435897434
Karnataka,DAKSHIN KANNAD,2009,Rabi       ,Horse-gram,78.0,37.0,0.47435897435897434
Karnataka,DAKSHIN KANNAD,2009,Rabi       ,Moong(Green Gram),724.0,190.0,0.26243093922651933
Karnataka,DAKSHIN KANNAD,2009,Rabi       ,Other  Rabi pulses,538.0,132.0,0.24535315985130113
Karnataka,DAKSHIN KANNAD,2009,Rabi       ,Rice,20948.0,47154.0,2.251002482337216
Karnataka,DAKSHIN KANNAD,2009,Rabi       ,Urad,1827.0,483.0,0.26436781609195403
Karnataka,DAKSHIN KANNAD,2009,Summer     ,Maize,10.0,12.0,1.2
Karnataka,DAKSHIN KANNAD,2009,Summer     ,Rice,1368.0,2944.0,2.152046783625731
Karnataka,DAKSHIN KANNAD,2009,Whole Year ,Arecanut,27645.0,231401.0,8.37044673539519
Karnataka,DAKSHIN KANNAD,2009,Whole Year ,Banana,3135.0,7888.0,2.5161084529505584
Karnataka,DAKSHIN KANNAD,2009,Whole Year ,Black pepper,2092.0,7435.0,3.5540152963671128
Karnataka,DAKSHIN KANNAD,2009,Whole Year ,Cardamom,127.0,8.0,0.06299212598425197
Karnataka,DAKSHIN KANNAD,2009,Whole Year ,Cashewnut,30957.0,23476.0,0.7583422166230578
Karnataka,DAKSHIN KANNAD,2009,Whole Year ,Coconut ,16096.0,114445.0,7.1101515904572565
Karnataka,DAKSHIN KANNAD,2009,Whole Year ,Dry ginger,323.0,10172.0,31.492260061919506
Karnataka,DAKSHIN KANNAD,2009,Whole Year ,Sugarcane,16.0,1535.0,95.9375
Karnataka,DAKSHIN KANNAD,2009,Whole Year ,Sweet potato,211.0,1386.0,6.568720379146919
Karnataka,DAKSHIN KANNAD,2009,Whole Year ,Tapioca,638.0,5910.0,9.263322884012538
Karnataka,DAKSHIN KANNAD,2009,Whole Year ,Turmeric,66.0,318.0,4.818181818181818
Karnataka,DAKSHIN KANNAD,2010,Kharif     ,Dry chillies,59.0,49.0,0.8305084745762712
Karnataka,DAKSHIN KANNAD,2010,Kharif     ,Rice,32408.0,80253.0,2.4763330041964946
Karnataka,DAKSHIN KANNAD,2010,Kharif     ,Sesamum,622.0,352.0,0.5659163987138264
Karnataka,DAKSHIN KANNAD,2010,Rabi       ,Cowpea(Lobia),559.0,148.0,0.26475849731663686
Karnataka,DAKSHIN KANNAD,2010,Rabi       ,Dry chillies,63.0,171.0,2.7142857142857144
Karnataka,DAKSHIN KANNAD,2010,Rabi       ,Horse-gram,58.0,35.0,0.603448275862069
